machine_id,machine_type,timestamp,temperature_c,vibration_mm_s,runtime_hours,days_since_maintenance,failed_within_7d
M026,CNC_MILL,2025-05-07,55.4,1.215,5397.4,13,0
M026,CNC_MILL,2025-05-08,54.17,1.797,5405.0,14,0
M026,CNC_MILL,2025-05-09,54.14,1.962,5416.2,15,0
M026,CNC_MILL,2025-05-10,52.54,1.877,5422.5,16,0
M026,CNC_MILL,2025-05-11,54.18,2.172,5431.2,17,0
M026,CNC_MILL,2025-05-12,58.17,1.791,5446.6,18,0
M026,CNC_MILL,2025-05-13,56.67,2.184,5462.2,19,0
M026,CNC_MILL,2025-05-14,58.88,1.472,5470.1,20,0
M026,CNC_MILL,2025-05-15,60.39,1.809,5484.1,21,0
M026,CNC_MILL,2025-05-16,56.54,2.166,5500.3,22,0
M026,CNC_MILL,2025-05-17,54.58,1.813,5520.2,23,0
M026,CNC_MILL,2025-05-18,51.04,2.017,5534.1,24,0
M026,CNC_MILL,2025-05-19,54.69,1.679,5542.4,25,0
M026,CNC_MILL,2025-05-20,56.3,1.548,5556.2,26,0
M026,CNC_MILL,2025-05-21,61.13,1.842,5567.2,27,0
M026,CNC_MILL,2025-05-22,57.18,1.457,5583.3,28,0
M026,CNC_MILL,2025-05-23,51.32,1.826,5596.6,0,0
M026,CNC_MILL,2025-05-24,55.31,1.812,5612.2,1,0
M026,CNC_MILL,2025-05-25,55.75,1.669,5623.6,2,0
M026,CNC_MILL,2025-05-26,54.21,2.085,5636.4,3,0
M026,CNC_MILL,2025-05-27,52.04,1.886,5647.3,4,0
M026,CNC_MILL,2025-05-28,59.58,2.171,5657.8,5,0
M026,CNC_MILL,2025-05-29,54.41,1.968,5664.0,6,0
M026,CNC_MILL,2025-05-30,53.67,1.746,5678.3,7,0
M026,CNC_MILL,2025-05-31,56.69,1.81,5697.2,8,0
M026,CNC_MILL,2025-06-01,52.87,2.085,5711.1,9,0
M026,CNC_MILL,2025-06-02,54.26,1.582,5730.5,10,0
M026,CNC_MILL,2025-06-03,53.72,2.601,5748.1,11,0
M026,CNC_MILL,2025-06-04,54.81,2.339,5760.1,12,0
M026,CNC_MILL,2025-06-05,52.65,1.501,5770.3,13,0
M026,CNC_MILL,2025-06-06,59.34,2.073,5785.6,14,0
M026,CNC_MILL,2025-06-07,54.07,1.902,5798.7,15,0
M026,CNC_MILL,2025-06-08,58.37,2.364,5806.8,16,0
M026,CNC_MILL,2025-06-09,57.45,1.739,5826.1,17,0
M026,CNC_MILL,2025-06-10,53.82,1.933,5838.8,18,0
M026,CNC_MILL,2025-06-11,54.43,1.758,5856.3,19,0
M026,CNC_MILL,2025-06-12,54.5,2.045,5875.2,20,0
M026,CNC_MILL,2025-06-13,56.41,2.296,5882.0,21,0
M026,CNC_MILL,2025-06-14,56.34,1.808,5896.9,22,0
M026,CNC_MILL,2025-06-15,55.42,1.962,5908.8,23,0
M026,CNC_MILL,2025-06-16,60.33,2.01,5921.5,24,0
M026,CNC_MILL,2025-06-17,57.88,1.89,5934.1,25,0
M026,CNC_MILL,2025-06-18,59.4,1.862,5945.6,26,0
M026,CNC_MILL,2025-06-19,58.12,1.814,5956.3,27,0
M026,CNC_MILL,2025-06-20,52.88,2.227,5965.9,28,0
M026,CNC_MILL,2025-06-21,51.46,2.106,5973.4,29,0
M026,CNC_MILL,2025-06-22,59.91,2.099,5985.1,30,0
M026,CNC_MILL,2025-06-23,53.49,1.62,5998.7,31,0
M026,CNC_MILL,2025-06-24,57.75,2.179,6009.5,32,0
M026,CNC_MILL,2025-06-25,58.52,2.005,6026.0,33,0
M026,CNC_MILL,2025-06-26,56.62,1.903,6042.9,34,0
M026,CNC_MILL,2025-06-27,60.75,1.877,6057.9,35,0
M026,CNC_MILL,2025-06-28,51.33,2.004,6065.7,0,0
M026,CNC_MILL,2025-06-29,50.69,2.398,6073.2,1,0
M027,CONVEYOR,2025-01-01,40.87,1.401,3737.0,14,0
M027,CONVEYOR,2025-01-02,39.84,0.977,3747.3,15,0
M027,CONVEYOR,2025-01-03,40.64,1.437,3762.5,16,0
M027,CONVEYOR,2025-01-04,40.02,1.14,3769.9,17,0
M027,CONVEYOR,2025-01-05,35.49,1.328,3786.6,18,0
M027,CONVEYOR,2025-01-06,38.51,1.303,3806.0,19,0
M027,CONVEYOR,2025-01-07,37.99,1.178,3820.4,20,0
M027,CONVEYOR,2025-01-08,42.22,0.975,3834.4,21,0
M027,CONVEYOR,2025-01-09,40.65,1.472,3854.2,22,0
M027,CONVEYOR,2025-01-10,40.41,1.425,3869.3,23,0
M027,CONVEYOR,2025-01-11,39.11,1.396,3884.0,24,0
M027,CONVEYOR,2025-01-12,38.44,1.235,3901.2,25,0
M027,CONVEYOR,2025-01-13,39.84,1.223,3918.9,26,0
M027,CONVEYOR,2025-01-14,41.33,1.054,3934.7,27,0
M027,CONVEYOR,2025-01-15,43.3,1.372,3943.8,28,0
M027,CONVEYOR,2025-01-16,36.64,1.463,3955.1,29,0
M027,CONVEYOR,2025-01-17,42.2,1.078,3963.4,30,0
M027,CONVEYOR,2025-01-18,41.55,1.372,3969.5,0,0
M027,CONVEYOR,2025-01-19,42.98,1.149,3981.5,1,0
M027,CONVEYOR,2025-01-20,41.1,1.0,4000.3,2,0
M027,CONVEYOR,2025-01-21,39.16,1.026,4012.5,3,0
M027,CONVEYOR,2025-01-22,42.59,1.287,4029.0,4,0
M027,CONVEYOR,2025-01-23,41.36,0.968,4041.6,5,0
M027,CONVEYOR,2025-01-24,41.58,1.285,4052.9,6,0
M027,CONVEYOR,2025-01-25,38.23,0.974,4071.8,7,0
M027,CONVEYOR,2025-01-26,39.45,1.032,4081.2,8,0
M027,CONVEYOR,2025-01-27,40.32,1.338,4096.0,9,0
M027,CONVEYOR,2025-01-28,40.32,1.372,4110.0,10,0
M027,CONVEYOR,2025-01-29,36.24,1.477,4129.8,11,0
M027,CONVEYOR,2025-01-30,38.56,1.123,4137.4,12,0
M027,CONVEYOR,2025-01-31,44.42,1.225,4150.7,13,0
M027,CONVEYOR,2025-02-01,37.92,1.495,4166.9,14,0
M027,CONVEYOR,2025-02-02,39.27,1.292,4178.6,15,0
M027,CONVEYOR,2025-02-03,38.27,1.217,4190.4,16,0
M027,CONVEYOR,2025-02-04,42.85,1.2,4203.2,17,0
M027,CONVEYOR,2025-02-05,39.56,1.471,4219.2,18,0
M027,CONVEYOR,2025-02-06,39.44,1.018,4226.2,19,0
M027,CONVEYOR,2025-02-07,46.5,1.093,4244.1,20,0
M027,CONVEYOR,2025-02-08,41.43,1.409,4252.7,21,0
M027,CONVEYOR,2025-02-09,41.63,1.407,4261.8,22,0
M027,CONVEYOR,2025-02-10,45.74,1.183,4275.0,23,0
M027,CONVEYOR,2025-02-11,40.88,1.17,4293.6,24,0
M027,CONVEYOR,2025-02-12,49.86,1.48,4304.3,25,0
M027,CONVEYOR,2025-02-13,44.67,1.648,4311.0,26,0
M027,CONVEYOR,2025-02-14,44.72,1.876,4323.8,27,0
M027,CONVEYOR,2025-02-15,45.45,1.829,4333.5,28,0
M027,CONVEYOR,2025-02-16,43.25,1.72,4344.8,29,0
M027,CONVEYOR,2025-02-17,47.27,1.78,4355.8,30,0
M027,CONVEYOR,2025-02-18,46.83,2.343,4363.9,31,0
M027,CONVEYOR,2025-02-19,48.25,1.538,4372.2,32,0
M027,CONVEYOR,2025-02-20,52.95,2.143,4388.2,33,0
M027,CONVEYOR,2025-02-21,51.6,1.483,4395.8,0,0
M027,CONVEYOR,2025-02-22,46.18,2.032,4411.9,1,0
M027,CONVEYOR,2025-02-23,47.15,1.827,4424.4,2,0
M027,CONVEYOR,2025-02-24,47.14,1.489,4441.5,3,0
M027,CONVEYOR,2025-02-25,47.69,1.866,4450.5,4,0
M027,CONVEYOR,2025-02-26,46.55,2.327,4461.2,5,0
M027,CONVEYOR,2025-02-27,51.71,1.755,4471.8,6,1
M027,CONVEYOR,2025-02-28,50.35,2.056,4483.3,7,1
M027,CONVEYOR,2025-03-01,54.64,2.122,4492.2,8,1
M027,CONVEYOR,2025-03-02,48.59,1.813,4504.7,9,1
M027,CONVEYOR,2025-03-03,45.47,2.331,4520.4,10,1
M027,CONVEYOR,2025-03-04,50.67,1.118,4539.8,11,1
M027,CONVEYOR,2025-03-05,55.23,2.437,4548.0,12,1
M027,CONVEYOR,2025-03-06,38.71,0.825,4558.5,13,0
M028,PRESS,2025-01-01,65.63,3.856,3329.8,14,0
M028,PRESS,2025-01-02,55.47,2.904,3347.4,15,0
M028,PRESS,2025-01-03,64.67,2.882,3356.5,16,0
M028,PRESS,2025-01-04,63.39,3.19,3372.5,17,0
M028,PRESS,2025-01-05,67.74,3.264,3387.2,18,0
M028,PRESS,2025-01-06,67.19,3.574,3406.7,19,0
M028,PRESS,2025-01-07,64.46,3.242,3420.1,20,0
M028,PRESS,2025-01-08,58.5,3.398,3434.1,21,0
M028,PRESS,2025-01-09,66.96,3.15,3452.5,22,0
M028,PRESS,2025-01-10,59.97,3.366,3469.2,23,0
M028,PRESS,2025-01-11,69.07,3.251,3477.7,24,0
M028,PRESS,2025-01-12,61.91,3.089,3485.3,25,0
M028,PRESS,2025-01-13,66.16,3.066,3491.7,26,0
M028,PRESS,2025-01-14,65.67,3.794,3504.2,0,0
M028,PRESS,2025-01-15,58.81,3.129,3520.6,1,0
M028,PRESS,2025-01-16,68.46,3.176,3534.1,2,0
M028,PRESS,2025-01-17,58.71,2.541,3551.6,3,0
M028,PRESS,2025-01-18,66.68,2.95,3571.3,4,0
M028,PRESS,2025-01-19,63.39,2.615,3582.0,5,0
M028,PRESS,2025-01-20,64.49,2.926,3595.1,6,0
M028,PRESS,2025-01-21,65.89,3.298,3607.3,7,0
M028,PRESS,2025-01-22,69.01,3.0,3619.7,8,0
M028,PRESS,2025-01-23,69.91,3.25,3632.2,9,0
M028,PRESS,2025-01-24,69.78,2.498,3652.2,10,0
M028,PRESS,2025-01-25,64.58,3.343,3667.7,11,0
M028,PRESS,2025-01-26,57.83,3.187,3675.6,12,0
M028,PRESS,2025-01-27,65.29,3.461,3692.4,13,0
M028,PRESS,2025-01-28,65.74,3.333,3708.7,14,0
M028,PRESS,2025-01-29,57.55,2.694,3727.1,15,0
M028,PRESS,2025-01-30,67.34,2.644,3733.7,16,0
M028,PRESS,2025-01-31,66.24,3.449,3750.7,17,0
M028,PRESS,2025-02-01,69.37,2.942,3757.9,18,0
M028,PRESS,2025-02-02,59.47,2.951,3765.3,19,0
M028,PRESS,2025-02-03,70.21,2.911,3782.2,20,0
M028,PRESS,2025-02-04,64.88,3.09,3796.5,21,0
M028,PRESS,2025-02-05,61.53,3.036,3809.1,22,0
M028,PRESS,2025-02-06,67.68,3.132,3827.3,23,0
M028,PRESS,2025-02-07,70.13,3.019,3839.3,24,0
M028,PRESS,2025-02-08,66.07,2.911,3854.1,25,0
M028,PRESS,2025-02-09,66.78,3.468,3873.5,26,0
M028,PRESS,2025-02-10,57.93,2.303,3881.8,27,0
M028,PRESS,2025-02-11,63.26,2.314,3900.4,28,0
M028,PRESS,2025-02-12,62.98,3.814,3911.6,29,0
M028,PRESS,2025-02-13,66.31,3.346,3930.0,30,0
M028,PRESS,2025-02-14,67.46,2.856,3943.6,0,0
M028,PRESS,2025-02-15,68.52,2.626,3949.8,1,0
M028,PRESS,2025-02-16,72.83,3.339,3968.0,2,0
M028,PRESS,2025-02-17,68.63,3.054,3974.4,3,0
M028,PRESS,2025-02-18,68.56,3.471,3983.8,4,0
M028,PRESS,2025-02-19,70.2,2.788,3992.1,5,0
M028,PRESS,2025-02-20,62.96,3.017,4003.7,6,0
M028,PRESS,2025-02-21,66.81,2.742,4012.3,7,0
M028,PRESS,2025-02-22,63.44,2.98,4023.2,8,0
M028,PRESS,2025-02-23,64.75,3.622,4033.5,9,0
M028,PRESS,2025-02-24,62.99,2.902,4039.6,10,0
M028,PRESS,2025-02-25,60.31,2.762,4056.4,11,0
M028,PRESS,2025-02-26,70.16,2.67,4075.6,12,0
M028,PRESS,2025-02-27,75.38,3.161,4086.8,13,0
M028,PRESS,2025-02-28,61.17,3.077,4099.5,14,0
M028,PRESS,2025-03-01,71.04,2.981,4112.4,15,0
M028,PRESS,2025-03-02,64.86,2.886,4129.9,16,0
M028,PRESS,2025-03-03,62.7,3.287,4141.9,17,0
M028,PRESS,2025-03-04,64.66,3.777,4152.9,18,0
M028,PRESS,2025-03-05,61.66,2.948,4163.2,19,0
M028,PRESS,2025-03-06,71.3,3.193,4177.2,20,0
M028,PRESS,2025-03-07,70.19,2.683,4190.1,21,0
M028,PRESS,2025-03-08,59.65,3.706,4209.0,22,0
M028,PRESS,2025-03-09,58.7,2.677,4225.8,23,0
M028,PRESS,2025-03-10,67.01,3.11,4232.3,24,0
M028,PRESS,2025-03-11,68.24,3.005,4241.1,25,0
M028,PRESS,2025-03-12,67.44,3.656,4254.1,26,0
M028,PRESS,2025-03-13,59.59,2.934,4268.3,0,0
M028,PRESS,2025-03-14,64.37,3.356,4285.7,1,0
M028,PRESS,2025-03-15,63.67,3.325,4303.7,2,0
M028,PRESS,2025-03-16,60.58,3.214,4315.4,3,0
M028,PRESS,2025-03-17,63.62,2.973,4334.3,4,0
M028,PRESS,2025-03-18,66.18,1.552,4343.8,5,0
M028,PRESS,2025-03-19,60.0,3.349,4353.2,6,0
M028,PRESS,2025-03-20,65.0,3.343,4368.6,7,0
M028,PRESS,2025-03-21,64.45,3.047,4379.8,8,0
M028,PRESS,2025-03-22,68.65,3.154,4387.8,9,0
M028,PRESS,2025-03-23,64.78,2.573,4395.0,10,0
M028,PRESS,2025-03-24,65.26,3.379,4412.9,11,0
M028,PRESS,2025-03-25,62.01,2.661,4424.3,12,0
M028,PRESS,2025-03-26,69.14,2.143,4441.1,13,0
M028,PRESS,2025-03-27,65.45,2.928,4453.4,14,0
M028,PRESS,2025-03-28,61.77,3.162,4461.4,15,0
M028,PRESS,2025-03-29,66.77,2.557,4476.4,16,0
M028,PRESS,2025-03-30,61.04,2.916,4483.8,17,0
M028,PRESS,2025-03-31,67.74,3.054,4494.7,18,0
M028,PRESS,2025-04-01,67.0,2.501,4502.5,19,0
M028,PRESS,2025-04-02,66.74,3.064,4514.8,20,0
M028,PRESS,2025-04-03,60.06,2.523,4526.4,21,0
M028,PRESS,2025-04-04,61.98,3.534,4535.5,22,0
M028,PRESS,2025-04-05,67.8,2.797,4550.1,23,0
M028,PRESS,2025-04-06,63.38,2.475,4561.8,24,0
M028,PRESS,2025-04-07,64.9,3.276,4581.7,25,0
M028,PRESS,2025-04-08,61.41,3.342,4590.9,26,0
M028,PRESS,2025-04-09,66.07,2.722,4603.9,27,0
M028,PRESS,2025-04-10,61.16,2.91,4612.3,0,0
M028,PRESS,2025-04-11,62.54,3.11,4631.0,1,0
M028,PRESS,2025-04-12,67.01,2.953,4643.1,2,0
M028,PRESS,2025-04-13,65.09,3.472,4659.9,3,0
M028,PRESS,2025-04-14,61.77,3.111,4678.4,4,0
M028,PRESS,2025-04-15,62.45,2.796,4685.4,5,0
M028,PRESS,2025-04-16,63.53,2.808,4699.4,6,0
M028,PRESS,2025-04-17,69.25,2.506,4718.8,7,0
M028,PRESS,2025-04-18,70.65,2.807,4730.8,8,0
M028,PRESS,2025-04-19,57.81,2.864,4741.8,9,0
M028,PRESS,2025-04-20,62.43,2.786,4761.7,10,0
M028,PRESS,2025-04-21,68.04,2.102,4773.1,11,0
M028,PRESS,2025-04-22,69.51,2.662,4789.5,12,0
M028,PRESS,2025-04-23,67.25,3.201,4805.0,13,0
M028,PRESS,2025-04-24,66.38,3.472,4824.0,14,0
M028,PRESS,2025-04-25,67.74,2.485,4835.3,15,0
M028,PRESS,2025-04-26,65.11,3.281,4848.6,16,0
M028,PRESS,2025-04-27,68.89,3.461,4862.4,17,0
M028,PRESS,2025-04-28,64.98,3.154,4881.6,18,0
M028,PRESS,2025-04-29,71.19,3.308,4892.1,19,0
M028,PRESS,2025-04-30,73.11,3.126,4909.8,20,0
M028,PRESS,2025-05-01,62.82,3.055,4917.2,21,0
M028,PRESS,2025-05-02,62.37,3.84,4931.0,22,0
M028,PRESS,2025-05-03,67.37,3.252,4937.3,23,0
M028,PRESS,2025-05-04,66.88,3.058,4943.9,24,0
M028,PRESS,2025-05-05,64.13,3.133,4956.3,25,0
M028,PRESS,2025-05-06,72.63,2.836,4968.6,26,0
M028,PRESS,2025-05-07,68.84,2.967,4979.9,27,0
M028,PRESS,2025-05-08,67.53,3.225,4994.0,28,0
M028,PRESS,2025-05-09,70.21,1.932,5007.8,29,0
M028,PRESS,2025-05-10,58.11,3.125,5023.4,30,0
M028,PRESS,2025-05-11,61.11,2.864,5042.8,0,0
M028,PRESS,2025-05-12,68.45,2.846,5049.4,1,0
M028,PRESS,2025-05-13,62.31,3.016,5063.1,2,0
M028,PRESS,2025-05-14,59.84,3.294,5076.3,3,0
M028,PRESS,2025-05-15,63.63,3.357,5091.0,4,0
M028,PRESS,2025-05-16,63.04,2.96,5102.1,5,0
M028,PRESS,2025-05-17,65.05,2.495,5115.0,6,0
M028,PRESS,2025-05-18,70.81,3.224,5131.0,7,0
M028,PRESS,2025-05-19,69.39,2.848,5147.3,8,0
M028,PRESS,2025-05-20,73.81,3.253,5167.3,9,0
M028,PRESS,2025-05-21,65.5,3.203,5184.5,10,0
M028,PRESS,2025-05-22,62.86,3.679,5202.9,11,0
M028,PRESS,2025-05-23,63.99,2.608,5222.9,12,0
M028,PRESS,2025-05-24,72.72,3.095,5229.5,13,0
M028,PRESS,2025-05-25,69.79,3.278,5242.4,14,0
M028,PRESS,2025-05-26,67.43,2.805,5254.3,15,0
M028,PRESS,2025-05-27,65.45,3.318,5260.9,16,0
M028,PRESS,2025-05-28,66.14,2.491,5271.7,17,0
M028,PRESS,2025-05-29,59.84,3.265,5290.0,18,0
M028,PRESS,2025-05-30,66.97,3.181,5309.3,19,0
M028,PRESS,2025-05-31,75.8,2.97,5319.9,20,0
M028,PRESS,2025-06-01,61.64,3.648,5331.7,21,0
M028,PRESS,2025-06-02,68.52,2.64,5345.4,22,0
M028,PRESS,2025-06-03,71.68,2.821,5365.1,23,0
M028,PRESS,2025-06-04,66.23,2.969,5371.2,24,0
M028,PRESS,2025-06-05,67.17,2.989,5382.7,25,0
M028,PRESS,2025-06-06,65.93,2.721,5392.7,26,0
M028,PRESS,2025-06-07,64.19,2.839,5399.9,27,0
M028,PRESS,2025-06-08,69.65,3.348,5409.3,28,0
M028,PRESS,2025-06-09,65.04,3.195,5424.3,0,0
M028,PRESS,2025-06-10,72.88,2.467,5430.4,1,0
M028,PRESS,2025-06-11,67.37,3.249,5439.0,2,0
M028,PRESS,2025-06-12,65.5,2.503,5449.0,3,0
M028,PRESS,2025-06-13,69.79,2.849,5466.8,4,0
M028,PRESS,2025-06-14,67.65,2.33,5485.1,5,0
M028,PRESS,2025-06-15,60.41,2.388,5504.5,6,0
M028,PRESS,2025-06-16,62.09,3.418,5511.1,7,0
M028,PRESS,2025-06-17,58.52,2.908,5524.2,8,0
M028,PRESS,2025-06-18,66.66,3.569,5534.3,9,0
M028,PRESS,2025-06-19,64.24,3.014,5552.9,10,0
M028,PRESS,2025-06-20,65.37,3.082,5563.4,11,0
M028,PRESS,2025-06-21,68.78,2.952,5580.4,12,0
M028,PRESS,2025-06-22,70.4,3.18,5597.2,13,0
M028,PRESS,2025-06-23,70.39,2.209,5606.4,14,0
M028,PRESS,2025-06-24,64.03,2.361,5619.1,15,0
M028,PRESS,2025-06-25,65.29,3.424,5637.2,16,0
M028,PRESS,2025-06-26,62.48,3.039,5650.4,17,0
M028,PRESS,2025-06-27,77.86,2.65,5658.2,18,0
M028,PRESS,2025-06-28,52.62,2.821,5664.3,19,0
M028,PRESS,2025-06-29,70.83,2.55,5683.5,20,0
M029,ROBOT_ARM,2025-01-01,45.74,1.166,3211.4,11,0
M029,ROBOT_ARM,2025-01-02,49.91,1.587,3224.6,12,0
M029,ROBOT_ARM,2025-01-03,46.6,1.36,3233.9,13,0
M029,ROBOT_ARM,2025-01-04,48.12,1.696,3242.6,14,0
M029,ROBOT_ARM,2025-01-05,52.55,1.143,3254.7,15,0
M029,ROBOT_ARM,2025-01-06,43.38,1.597,3261.9,16,0
M029,ROBOT_ARM,2025-01-07,46.92,1.445,3272.6,17,0
M029,ROBOT_ARM,2025-01-08,48.19,2.102,3290.5,18,0
M029,ROBOT_ARM,2025-01-09,47.27,1.731,3302.1,19,0
M029,ROBOT_ARM,2025-01-10,49.11,1.524,3313.3,20,0
M029,ROBOT_ARM,2025-01-11,53.31,0.955,3330.5,21,0
M029,ROBOT_ARM,2025-01-12,46.86,1.716,3338.3,22,0
M029,ROBOT_ARM,2025-01-13,46.75,1.407,3352.5,23,0
M029,ROBOT_ARM,2025-01-14,45.41,1.086,3361.9,24,0
M029,ROBOT_ARM,2025-01-15,47.53,1.701,3377.1,25,0
M029,ROBOT_ARM,2025-01-16,44.3,1.868,3387.7,26,0
M029,ROBOT_ARM,2025-01-17,48.51,1.533,3407.3,27,0
M029,ROBOT_ARM,2025-01-18,46.92,1.32,3419.4,0,0
M029,ROBOT_ARM,2025-01-19,51.47,1.787,3437.2,1,0
M029,ROBOT_ARM,2025-01-20,50.0,1.218,3455.8,2,0
M029,ROBOT_ARM,2025-01-21,42.62,1.22,3472.1,3,0
M029,ROBOT_ARM,2025-01-22,49.11,2.092,3488.7,4,0
M029,ROBOT_ARM,2025-01-23,46.12,1.212,3507.0,5,0
M029,ROBOT_ARM,2025-01-24,39.21,1.993,3523.5,6,0
M029,ROBOT_ARM,2025-01-25,45.16,1.456,3535.8,7,0
M029,ROBOT_ARM,2025-01-26,46.42,1.463,3543.6,8,0
M029,ROBOT_ARM,2025-01-27,48.93,1.617,3558.0,9,0
M029,ROBOT_ARM,2025-01-28,47.56,1.754,3577.0,10,0
M029,ROBOT_ARM,2025-01-29,53.83,1.32,3596.7,11,0
M029,ROBOT_ARM,2025-01-30,44.32,1.166,3604.4,12,0
M029,ROBOT_ARM,2025-01-31,46.34,1.247,3622.9,13,0
M029,ROBOT_ARM,2025-02-01,53.38,1.476,3642.4,14,0
M029,ROBOT_ARM,2025-02-02,49.98,1.278,3652.5,15,0
M029,ROBOT_ARM,2025-02-03,46.04,1.647,3666.4,16,0
M029,ROBOT_ARM,2025-02-04,47.48,1.432,3684.8,17,0
M029,ROBOT_ARM,2025-02-05,50.21,1.63,3703.4,18,0
M029,ROBOT_ARM,2025-02-06,51.62,1.29,3713.0,19,0
M029,ROBOT_ARM,2025-02-07,47.12,1.003,3732.9,20,0
M029,ROBOT_ARM,2025-02-08,46.77,1.38,3745.5,21,0
M029,ROBOT_ARM,2025-02-09,53.51,1.606,3765.5,22,0
M029,ROBOT_ARM,2025-02-10,47.25,1.709,3781.1,23,0
M029,ROBOT_ARM,2025-02-11,47.87,1.459,3797.6,24,0
M029,ROBOT_ARM,2025-02-12,50.52,1.491,3809.4,25,0
M029,ROBOT_ARM,2025-02-13,47.53,1.192,3826.6,26,0
M029,ROBOT_ARM,2025-02-14,55.47,1.576,3838.9,27,0
M029,ROBOT_ARM,2025-02-15,51.6,1.78,3854.1,28,0
M029,ROBOT_ARM,2025-02-16,41.14,1.167,3865.1,0,0
M029,ROBOT_ARM,2025-02-17,43.8,1.379,3874.5,1,0
M029,ROBOT_ARM,2025-02-18,51.27,1.019,3893.1,2,0
M029,ROBOT_ARM,2025-02-19,48.9,1.797,3901.2,3,0
M029,ROBOT_ARM,2025-02-20,42.1,1.184,3921.1,4,0
M029,ROBOT_ARM,2025-02-21,43.94,1.315,3927.6,5,0
M029,ROBOT_ARM,2025-02-22,47.74,1.773,3947.2,6,0
M029,ROBOT_ARM,2025-02-23,51.07,1.493,3961.5,7,0
M029,ROBOT_ARM,2025-02-24,47.85,1.486,3979.4,8,0
M029,ROBOT_ARM,2025-02-25,49.8,1.215,3987.3,9,0
M029,ROBOT_ARM,2025-02-26,47.01,1.159,4003.1,10,0
M029,ROBOT_ARM,2025-02-27,46.57,1.672,4017.7,11,0
M029,ROBOT_ARM,2025-02-28,50.68,1.491,4024.1,12,0
M029,ROBOT_ARM,2025-03-01,46.83,1.774,4031.0,13,0
M029,ROBOT_ARM,2025-03-02,47.55,1.633,4050.8,14,0
M029,ROBOT_ARM,2025-03-03,44.28,1.713,4058.6,15,0
M029,ROBOT_ARM,2025-03-04,51.21,1.19,4072.2,16,0
M029,ROBOT_ARM,2025-03-05,42.24,1.176,4084.7,17,0
M029,ROBOT_ARM,2025-03-06,52.89,1.869,4097.8,18,0
M029,ROBOT_ARM,2025-03-07,47.6,1.498,4109.4,19,0
M029,ROBOT_ARM,2025-03-08,43.77,0.926,4122.4,20,0
M029,ROBOT_ARM,2025-03-09,48.58,1.14,4132.3,21,0
M029,ROBOT_ARM,2025-03-10,51.13,1.436,4142.9,22,0
M029,ROBOT_ARM,2025-03-11,50.15,1.789,4155.9,23,0
M029,ROBOT_ARM,2025-03-12,46.41,1.336,4170.0,24,0
M029,ROBOT_ARM,2025-03-13,58.15,1.491,4185.7,25,0
M029,ROBOT_ARM,2025-03-14,44.2,1.052,4196.9,26,0
M029,ROBOT_ARM,2025-03-15,43.84,1.213,4204.2,27,0
M029,ROBOT_ARM,2025-03-16,47.86,1.568,4213.1,28,0
M029,ROBOT_ARM,2025-03-17,43.64,1.234,4225.1,0,0
M029,ROBOT_ARM,2025-03-18,45.0,1.199,4236.3,1,0
M029,ROBOT_ARM,2025-03-19,50.63,1.422,4255.3,2,0
M029,ROBOT_ARM,2025-03-20,40.79,1.611,4268.5,3,0
M029,ROBOT_ARM,2025-03-21,45.12,2.052,4282.6,4,0
M029,ROBOT_ARM,2025-03-22,45.13,1.645,4296.4,5,0
M029,ROBOT_ARM,2025-03-23,45.28,1.566,4309.5,6,0
M029,ROBOT_ARM,2025-03-24,48.45,1.346,4326.8,7,0
M029,ROBOT_ARM,2025-03-25,50.65,1.131,4335.5,8,0
M029,ROBOT_ARM,2025-03-26,48.18,1.474,4348.6,9,0
M029,ROBOT_ARM,2025-03-27,41.96,1.694,4366.3,10,0
M029,ROBOT_ARM,2025-03-28,43.77,1.49,4386.2,11,0
M029,ROBOT_ARM,2025-03-29,43.27,1.401,4401.7,12,0
M029,ROBOT_ARM,2025-03-30,46.74,1.651,4412.7,13,0
M029,ROBOT_ARM,2025-03-31,40.47,1.49,4431.9,14,0
M029,ROBOT_ARM,2025-04-01,45.07,1.893,4447.1,15,0
M029,ROBOT_ARM,2025-04-02,49.47,1.45,4462.6,16,0
M029,ROBOT_ARM,2025-04-03,49.35,1.68,4479.8,17,0
M029,ROBOT_ARM,2025-04-04,45.29,1.38,4493.0,18,0
M029,ROBOT_ARM,2025-04-05,52.39,1.591,4511.0,19,0
M029,ROBOT_ARM,2025-04-06,49.3,1.155,4523.1,20,0
M029,ROBOT_ARM,2025-04-07,43.79,1.354,4530.0,21,0
M029,ROBOT_ARM,2025-04-08,46.74,1.413,4540.6,22,0
M029,ROBOT_ARM,2025-04-09,50.96,1.728,4559.7,23,0
M029,ROBOT_ARM,2025-04-10,50.28,1.751,4567.3,24,0
M029,ROBOT_ARM,2025-04-11,51.58,1.882,4583.2,25,0
M029,ROBOT_ARM,2025-04-12,49.09,1.761,4591.7,26,0
M029,ROBOT_ARM,2025-04-13,47.29,1.446,4602.8,27,0
M029,ROBOT_ARM,2025-04-14,48.15,1.527,4610.3,0,0
M029,ROBOT_ARM,2025-04-15,45.69,1.636,4624.7,1,0
M029,ROBOT_ARM,2025-04-16,46.4,1.731,4634.5,2,0
M029,ROBOT_ARM,2025-04-17,47.46,1.545,4640.7,3,0
M029,ROBOT_ARM,2025-04-18,49.5,1.614,4659.2,4,0
